,index,work,author,birthYear,workLabel,authorLabel,genderLabel,citizenshipLabel,PublicationYear,religionLabel,nativeLanguageLabel
247,0,http://www.wikidata.org/entity/Q5281829,http://www.wikidata.org/entity/Q1700884,1811,Discoveries in Australia,John Lort Stokes,male,United Kingdom of Great Britain and Ireland,1846,,
248,0,http://www.wikidata.org/entity/Q27912,http://www.wikidata.org/entity/Q215724,1809,Struwwelpeter,Heinrich Hoffmann,male,Kingdom of Prussia,1845,,German
249,0,http://www.wikidata.org/entity/Q7745193,http://www.wikidata.org/entity/Q1385758,1863,The Lady of the Barge,W. W. Jacobs,male,United Kingdom,1902,,
251,0,http://www.wikidata.org/entity/Q1210939,http://www.wikidata.org/entity/Q1385758,1863,The Monkey's Paw,W. W. Jacobs,male,United Kingdom,1902,,
253,0,http://www.wikidata.org/entity/Q650949,http://www.wikidata.org/entity/Q42511,1866,The Sleeper Awakes,H. G. Wells,male,United Kingdom,1899,,English
254,0,http://www.wikidata.org/entity/Q21028786,http://www.wikidata.org/entity/Q315003,1830,Baccara,Hector Malot,male,France,1886,,French
255,0,http://www.wikidata.org/entity/Q7753431,http://www.wikidata.org/entity/Q234530,1865,The Nest of the Sparrowhawk,Emma Orczy,female,United Kingdom,1909,,
257,0,http://www.wikidata.org/entity/Q124085931,http://www.wikidata.org/entity/Q438241,1856,Penelope's Experiences in Scotland,Kate Douglas Wiggin,female,United States of America,1898,,
259,0,http://www.wikidata.org/entity/Q3794804,http://www.wikidata.org/entity/Q2065950,1862,The Mystery of 31 New Inn,R. Austin Freeman,male,United Kingdom,1912,,
260,0,http://www.wikidata.org/entity/Q124093946,http://www.wikidata.org/entity/Q1246814,1837,The Mystery of Metropolisville,Edward Eggleston,male,United States of America,1873,Methodism,
261,0,http://www.wikidata.org/entity/Q477508,http://www.wikidata.org/entity/Q36322,1775,Northanger Abbey,Jane Austen,female,Kingdom of Great Britain,1818,Anglicanism,English
263,0,http://www.wikidata.org/entity/Q2081946,http://www.wikidata.org/entity/Q9711,1799,The Atheist's Mass,Honoré de Balzac,male,France,1836,Catholicism,French
264,0,http://www.wikidata.org/entity/Q7619371,http://www.wikidata.org/entity/Q1507549,1854,Stonewall Jackson and the American Civil War,George Francis Robert Henderson,male,United Kingdom of Great Britain and Ireland,1898,,
265,0,http://www.wikidata.org/entity/Q124085374,http://www.wikidata.org/entity/Q318399,1815,Mr. Scarborough's Family,Anthony Trollope,male,United Kingdom of Great Britain and Ireland,1883,,
266,0,http://www.wikidata.org/entity/Q16653725,http://www.wikidata.org/entity/Q183167,1874,The Defendant,G. K. Chesterton,male,United Kingdom,1901,Catholicism,
268,0,http://www.wikidata.org/entity/Q1192325,http://www.wikidata.org/entity/Q1035,1809,The Expression of the Emotions in Man and Animals,Charles Darwin,male,United Kingdom of Great Britain and Ireland,1872,agnosticism,English language in England
270,0,http://www.wikidata.org/entity/Q141568,http://www.wikidata.org/entity/Q132805,1840,The Return of the Native,Thomas Hardy,male,United Kingdom,1878,,
271,0,http://www.wikidata.org/entity/Q3298903,http://www.wikidata.org/entity/Q9711,1799,Pierre Grassou,Honoré de Balzac,male,France,1839,Catholicism,French
272,0,http://www.wikidata.org/entity/Q25219023,http://www.wikidata.org/entity/Q453577,1867,On the Track,Henry Lawson,male,Australia,1900,,
274,0,http://www.wikidata.org/entity/Q131719,http://www.wikidata.org/entity/Q1399,1469,The Prince,Niccolò Machiavelli,male,Republic of Florence,1532,Catholicism,
275,0,http://www.wikidata.org/entity/Q4659257,http://www.wikidata.org/entity/Q670179,1854,A Roman Singer,Francis Marion Crawford,male,United States of America,1884,,
276,0,http://www.wikidata.org/entity/Q6062406,http://www.wikidata.org/entity/Q5478699,1825,Iola Leroy,Frances Ellen Watkins Harper,female,United States of America,1982,,
277,0,http://www.wikidata.org/entity/Q124093752,http://www.wikidata.org/entity/Q102513,1811,Pink and White Tyranny,Harriet Beecher Stowe,female,United States of America,1871,Protestantism,English
278,0,http://www.wikidata.org/entity/Q5724235,http://www.wikidata.org/entity/Q183713,1811,Captain Fracasse,Théophile Gautier,male,France,1863,,
279,0,http://www.wikidata.org/entity/Q2870358,http://www.wikidata.org/entity/Q148234,1875,At the Earth's Core,Edgar Rice Burroughs,male,United States of America,1914,,English
280,0,http://www.wikidata.org/entity/Q7727595,http://www.wikidata.org/entity/Q441515,1758,The Coquette,Hannah Webster Foster,female,United States of America,1797,,
282,0,http://www.wikidata.org/entity/Q4352893,http://www.wikidata.org/entity/Q37103,1820,Notes on Nursing,Florence Nightingale,female,United Kingdom of Great Britain and Ireland,1859,Anglicanism,
283,0,http://www.wikidata.org/entity/Q3823832,http://www.wikidata.org/entity/Q447240,1864,The Reason Why,Elinor Glyn,female,United Kingdom,1912,,British English
284,0,http://www.wikidata.org/entity/Q1610831,http://www.wikidata.org/entity/Q40909,1882,Night and Day,Virginia Woolf,female,United Kingdom,1919,atheism,English
285,0,http://www.wikidata.org/entity/Q124086039,http://www.wikidata.org/entity/Q1444002,1834,Pomona's Travels,Frank R. Stockton,male,United States of America,1894,,
286,0,http://www.wikidata.org/entity/Q20895904,http://www.wikidata.org/entity/Q540427,1880,Books and Characters,Lytton Strachey,male,United Kingdom,1922,,
287,0,http://www.wikidata.org/entity/Q2743935,http://www.wikidata.org/entity/Q132524,1905,Anthem,Ayn Rand,female,United States of America,1938,atheism,Russian
294,0,http://www.wikidata.org/entity/Q1048916,http://www.wikidata.org/entity/Q202749,1868,Cyrano de Bergerac,Edmond Rostand,male,France,1897,,French
295,0,http://www.wikidata.org/entity/Q3824668,http://www.wikidata.org/entity/Q35610,1859,The Tragedy of the Korosko,Arthur Conan Doyle,male,United Kingdom,1898,spiritism,English
299,0,http://www.wikidata.org/entity/Q865211,http://www.wikidata.org/entity/Q535,1802,The Man Who Laughs,Victor Hugo,male,France,1869,,French
300,0,http://www.wikidata.org/entity/Q182961,http://www.wikidata.org/entity/Q127332,1816,Jane Eyre,Charlotte Brontë,female,United Kingdom of Great Britain and Ireland,1847,Anglicanism,
301,0,http://www.wikidata.org/entity/Q30717034,http://www.wikidata.org/entity/Q276032,1862,The Glimpses of the Moon,Edith Wharton,female,United States of America,1922,,
302,0,http://www.wikidata.org/entity/Q2066902,http://www.wikidata.org/entity/Q42511,1866,The Wheels of Chance,H. G. Wells,male,United Kingdom,1896,,English
303,0,http://www.wikidata.org/entity/Q105823374,http://www.wikidata.org/entity/Q314158,1867,The Roll-Call,Arnold Bennett,male,United Kingdom,1918,,
304,0,http://www.wikidata.org/entity/Q20895898,http://www.wikidata.org/entity/Q540427,1880,Queen Victoria,Lytton Strachey,male,United Kingdom,1921,,
305,0,http://www.wikidata.org/entity/Q2468609,http://www.wikidata.org/entity/Q3816,1804,Consuelo,George Sand,female,France,1843,Catholicism,French
306,0,http://www.wikidata.org/entity/Q60172764,http://www.wikidata.org/entity/Q7647785,1782,Marriage,Susan Edmonstone Ferrier,female,Kingdom of Great Britain,1818,,
308,0,http://www.wikidata.org/entity/Q17112373,http://www.wikidata.org/entity/Q536012,1874,Lavender and Old Lace,Myrtle Reed,female,United States of America,1902,,
309,0,http://www.wikidata.org/entity/Q20895896,http://www.wikidata.org/entity/Q540427,1880,Landmarks in French Literature,Lytton Strachey,male,United Kingdom,1912,,
310,0,http://www.wikidata.org/entity/Q471005,http://www.wikidata.org/entity/Q33977,1828,The Mysterious Island,Jules Verne,male,France,1874,Catholicism,French
311,0,http://www.wikidata.org/entity/Q7765370,http://www.wikidata.org/entity/Q42511,1866,The Soul of a Bishop,H. G. Wells,male,United Kingdom,1917,,English
312,0,http://www.wikidata.org/entity/Q2660166,http://www.wikidata.org/entity/Q35610,1859,The Poison Belt,Arthur Conan Doyle,male,United Kingdom,1913,spiritism,English
316,0,http://www.wikidata.org/entity/Q580463,http://www.wikidata.org/entity/Q214565,1866,The Tale of Peter Rabbit,Beatrix Potter,female,London,1902,,English
318,0,http://www.wikidata.org/entity/Q11876,http://www.wikidata.org/entity/Q5673,1805,The Little Match Girl,Hans Christian Andersen,male,Denmark–Norway,1845,Lutheranism,Danish
320,0,http://www.wikidata.org/entity/Q273585,http://www.wikidata.org/entity/Q6701,1785,Rapunzel,Jacob Grimm,male,Kingdom of Prussia,1812,Catholic Church,German
322,0,http://www.wikidata.org/entity/Q7751599,http://www.wikidata.org/entity/Q79025,1771,Minstrelsy of the Scottish border,Walter Scott,male,United Kingdom,1802,,English
324,0,http://www.wikidata.org/entity/Q3793017,http://www.wikidata.org/entity/Q42511,1866,The Stolen Bacillus and Other Incidents,H. G. Wells,male,United Kingdom,1895,,English
325,0,http://www.wikidata.org/entity/Q124093813,http://www.wikidata.org/entity/Q191050,1842,Cobwebs from an Empty Skull,Ambrose Bierce,male,United States of America,1874,Christian,
326,0,http://www.wikidata.org/entity/Q4669004,http://www.wikidata.org/entity/Q6261044,1840,Abraham Lincoln,John Torrey Morse,male,United States of America,1899,,
327,0,http://www.wikidata.org/entity/Q5689829,http://www.wikidata.org/entity/Q561408,1785,Headlong Hall,Thomas Love Peacock,male,United Kingdom of Great Britain and Ireland,1816,,
328,0,http://www.wikidata.org/entity/Q461760,http://www.wikidata.org/entity/Q468247,1868,Spoon River Anthology,Edgar Lee Masters,male,United States of America,1915,,
329,0,http://www.wikidata.org/entity/Q8545702,http://www.wikidata.org/entity/Q351705,1808,Den engelske Lods,Henrik Wergeland,male,Norway,1844,Lutheranism,
330,0,http://www.wikidata.org/entity/Q15015194,http://www.wikidata.org/entity/Q192927,1726,Theory of the Earth,James Hutton,male,Kingdom of Great Britain,1788,,English
331,0,http://www.wikidata.org/entity/Q11681321,http://www.wikidata.org/entity/Q334839,1869,The Harp of God,Joseph Franklin Rutherford,male,United States of America,1921,,
332,0,http://www.wikidata.org/entity/Q19895589,http://www.wikidata.org/entity/Q382786,1865,Running Water,Alfred Edward Woodley Mason,male,United Kingdom,1906,,
334,0,http://www.wikidata.org/entity/Q124088578,http://www.wikidata.org/entity/Q322871,1863,The Laird's Luck and Other Fireside Tales,Arthur Quiller-Couch,male,United Kingdom,1901,,
336,0,http://www.wikidata.org/entity/Q10688399,http://www.wikidata.org/entity/Q1092762,1869,The Song of the Blood-Red Flower,Johannes Linnankoski,male,Grand Principality of Finland,1905,,
337,0,http://www.wikidata.org/entity/Q3210327,http://www.wikidata.org/entity/Q9711,1799,The Firm of Nucingen,Honoré de Balzac,male,France,1838,Catholicism,French
338,0,http://www.wikidata.org/entity/Q919581,http://www.wikidata.org/entity/Q467770,1792,The Phantom Ship,Frederick Marryat,male,Kingdom of Great Britain,1837,,English
340,0,http://www.wikidata.org/entity/Q60172748,http://www.wikidata.org/entity/Q467770,1792,Newton Forster,Frederick Marryat,male,Kingdom of Great Britain,1832,,English
342,0,http://www.wikidata.org/entity/Q3520203,http://www.wikidata.org/entity/Q314158,1867,The Card,Arnold Bennett,male,United Kingdom,1911,,
343,0,http://www.wikidata.org/entity/Q7772831,http://www.wikidata.org/entity/Q1281119,1860,The Virginian,Owen Wister,male,United States of America,1902,,
344,0,http://www.wikidata.org/entity/Q220331,http://www.wikidata.org/entity/Q38082,1832,Through the Looking-Glass,Lewis Carroll,male,England,1871,Anglicanism,British English
346,0,http://www.wikidata.org/entity/Q3398694,http://www.wikidata.org/entity/Q146763,1872,Riders of the Purple Sage,Zane Grey,male,United States of America,1912,,
347,0,http://www.wikidata.org/entity/Q7732168,http://www.wikidata.org/entity/Q8005600,1824,The Enemies of Books,William Blades,male,United Kingdom of Great Britain and Ireland,1888,,
348,0,http://www.wikidata.org/entity/Q3231937,http://www.wikidata.org/entity/Q314993,1864,The Teeth of the Tiger,Maurice Leblanc,male,France,1921,,French
350,0,http://www.wikidata.org/entity/Q112978750,http://www.wikidata.org/entity/Q34743,1865,A Diversity of Creatures,Rudyard Kipling,male,United Kingdom,1917,,English
352,0,http://www.wikidata.org/entity/Q3486423,http://www.wikidata.org/entity/Q183167,1874,Orthodoxy,G. K. Chesterton,male,United Kingdom,1908,Catholicism,
354,0,http://www.wikidata.org/entity/Q4821964,http://www.wikidata.org/entity/Q207544,1856,Aunt Jane's Nieces at Work,L. Frank Baum,male,United States of America,1909,,English
355,0,http://www.wikidata.org/entity/Q24887904,http://www.wikidata.org/entity/Q453577,1867,Over the Sliprails,Henry Lawson,male,Australia,1900,,
357,0,http://www.wikidata.org/entity/Q63366133,http://www.wikidata.org/entity/Q274254,1889,Medieval People,Eileen Power,female,United Kingdom,1924,,
358,0,http://www.wikidata.org/entity/Q4461047,http://www.wikidata.org/entity/Q35610,1859,The Firm of Girdlestone,Arthur Conan Doyle,male,United Kingdom,1890,spiritism,English
362,0,http://www.wikidata.org/entity/Q14830022,http://www.wikidata.org/entity/Q439370,1857,Ved Vejen,Herman Bang,male,Denmark,1886,,Danish
363,0,http://www.wikidata.org/entity/Q147787,http://www.wikidata.org/entity/Q7243,1828,Anna Karenina,Leo Tolstoy,male,Russian Empire,1877,Christianity,Russian
366,0,http://www.wikidata.org/entity/Q581458,http://www.wikidata.org/entity/Q37767,1888,The Waste Land,T. S. Eliot,male,United States of America,1922,Unitarianism,
370,0,http://www.wikidata.org/entity/Q132042,http://www.wikidata.org/entity/Q81438,1819,Leaves of Grass,Walt Whitman,male,United States of America,1855,deism,English
371,0,http://www.wikidata.org/entity/Q4659461,http://www.wikidata.org/entity/Q6264132,1849,A Short Biographical Dictionary of English Literature,John William Cousin,male,United Kingdom of Great Britain and Ireland,1910,,
372,0,http://www.wikidata.org/entity/Q1057575,http://www.wikidata.org/entity/Q228546,1840,Le petit chose,Alphonse Daudet,male,France,1868,,French
373,0,http://www.wikidata.org/entity/Q4384270,http://www.wikidata.org/entity/Q1175275,1876,A Voyage to Arcturus,David Lindsay,male,United Kingdom,1920,,
374,0,http://www.wikidata.org/entity/Q3275725,http://www.wikidata.org/entity/Q3275944,1862,The Story of Little Black Sambo,Helen Bannerman,female,United Kingdom,1899,,English
376,0,http://www.wikidata.org/entity/Q61793547,http://www.wikidata.org/entity/Q562719,1853,The Return of Peter Grimm,David Belasco,male,United States of America,1911,,English
378,0,http://www.wikidata.org/entity/Q7176291,http://www.wikidata.org/entity/Q81796,1860,Peter Pan in Kensington Gardens,J. M. Barrie,male,United Kingdom,1906,,English
380,0,http://www.wikidata.org/entity/Q7728785,http://www.wikidata.org/entity/Q1585832,1856,The Damnation of Theron Ware,Harold Frederic,male,United States of America,1896,,
381,0,http://www.wikidata.org/entity/Q21231298,http://www.wikidata.org/entity/Q315003,1830,Conscience,Hector Malot,male,France,1888,,French
382,0,http://www.wikidata.org/entity/Q124090893,http://www.wikidata.org/entity/Q5416320,1856,Tom Tufton's Travels,Evelyn Everett-Green,female,United Kingdom,1898,,
384,0,http://www.wikidata.org/entity/Q97706102,http://www.wikidata.org/entity/Q5685,1860,The Schoolmaster and Other Stories,Anton Chekhov,male,Russian Empire,1921,,
385,0,http://www.wikidata.org/entity/Q97707034,http://www.wikidata.org/entity/Q5685,1860,The Party and Other Stories,Anton Chekhov,male,Russian Empire,1917,,
386,0,http://www.wikidata.org/entity/Q19180131,http://www.wikidata.org/entity/Q5685,1860,Love,Anton Chekhov,male,Russian Empire,1886,,
387,0,http://www.wikidata.org/entity/Q170583,http://www.wikidata.org/entity/Q36322,1775,Pride and Prejudice,Jane Austen,female,Kingdom of Great Britain,1813,Anglicanism,English
389,0,http://www.wikidata.org/entity/Q124085202,http://www.wikidata.org/entity/Q952452,1851,Miss Bretherton,Mary Augusta Ward,female,United Kingdom of Great Britain and Ireland,1884,Unitarianism,
390,0,http://www.wikidata.org/entity/Q16931738,http://www.wikidata.org/entity/Q237196,1856,Regeneration,H. Rider Haggard,male,United Kingdom of Great Britain and Ireland,1910,,
391,0,http://www.wikidata.org/entity/Q124090577,http://www.wikidata.org/entity/Q258001,1839,The Waters of Edera,Ouida,female,United Kingdom,1900,,English
393,0,http://www.wikidata.org/entity/Q7753644,http://www.wikidata.org/entity/Q183167,1874,The New Jerusalem,G. K. Chesterton,male,United Kingdom,1920,Catholicism,
395,0,http://www.wikidata.org/entity/Q1198259,http://www.wikidata.org/entity/Q9061,1818,The Eighteenth Brumaire of Louis Bonaparte,Karl Marx,male,Kingdom of Prussia,1852,atheism,German
397,0,http://www.wikidata.org/entity/Q121008348,http://www.wikidata.org/entity/Q505017,1860,Two Little Savages,Ernest Thompson Seton,male,Canada,1903,,
399,0,http://www.wikidata.org/entity/Q18648848,http://www.wikidata.org/entity/Q952452,1851,Lady Connie,Mary Augusta Ward,female,United Kingdom of Great Britain and Ireland,1916,Unitarianism,
